Planet name,Host star name,Stars in system,Planets in system,Discovery method,Discovery year,Discovery facility,Orbital period (days),Orbit semi-major axis (AU),Planet radius (R_E),Planet radius (R_J),Planet mass (M_E),Planet temperature (K),Stellar spectral class,Stellar temperature (K),Stellar radius (R_sol),Stellar mass (M_sol),Right ascension (deg),Declination (Deg),Stellar distance (pc),Stellar magnitude,releasedate
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.7370348,0.3096,2.866,0.25568783,,,,6015,1.185,1.108,284.4334642,49.3051239,848.254,13.883,2024-12-05
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.73667,0.32,2.87,0.256,,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2014-05-14
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.7370348,0.296,2.55,0.22749615,,519,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-21
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.73721246,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2016-07-28
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.7371443,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2018-09-25
KOI-351 d,KOI-351,1,8,Transit,2013,Kepler,59.7370348,0.309467855,2.866,0.25568783,,,,,,1.108,284.4334642,49.3051239,848.254,13.883,2024-02-21
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,,,2.646,0.23606031,,,,6015,1.211,,284.4334642,49.3051239,848.254,13.883,2018-09-06
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9404603,0.3945,2.32,0.20697689,,450,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-21
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.94069,0.416,2.25,0.2007319,,448,,6330,1.07,1.14,284.4334642,49.3051239,848.254,13.883,2013-10-28
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9404603,0.3945,2.32,0.20697689,,450,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-18
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9404603,0.41275,2.612,0.23302743,,,,6015,1.185,1.108,284.4334642,49.3051239,848.254,13.883,2024-12-05
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9401253,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2018-09-25
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.93913,0.42,2.66,0.237,,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2014-05-14
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9401253,0.4105,2.62,0.23374115,,450,,5970,1.2,1.089,284.4334642,49.3051239,848.254,13.883,2017-05-08
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.939842486,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2019-04-18
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.9404603,0.412531915,2.612,0.23302743,,,,,,1.108,284.4334642,49.3051239,848.254,13.883,2024-02-21
KOI-351 e,KOI-351,1,8,Transit,2013,Kepler,91.93933735,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2016-07-28
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.916337,0.5062,2.77,0.24712327,,,,6015,1.185,1.108,284.4334642,49.3051239,848.254,13.883,2024-12-05
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.916337,0.484,2.46,0.21946688,,406,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-18
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.916337,0.484,2.46,0.21946688,,406,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-21
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.91349729,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2019-04-18
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.9144,0.48,2.88,0.257,,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2014-05-14
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.916337,0.5060567991,2.77,0.24712327,,,,,,1.108,284.4334642,49.3051239,848.254,13.883,2024-02-21
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.922516,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2018-09-25
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,124.922516,0.5036,3.37,0.30065178,,407,,5970,1.2,1.089,284.4334642,49.3051239,848.254,13.883,2017-05-08
KOI-351 f,KOI-351,1,8,Transit,2013,Kepler,,,3.402,0.30350611,,,,6015,1.211,,284.4334642,49.3051239,848.254,13.883,2018-09-06
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,,,7.766,0.69283611,,,,6015,1.211,,284.4334642,49.3051239,848.254,13.883,2018-09-06
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6031105,0.6856,6.86,0.61200926,,341,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-18
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6013843,0.7133,7.7,0.68694917,,342,,5970,1.2,1.089,284.4334642,49.3051239,848.254,13.883,2017-05-08
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6031105,0.71704,7.718,0.68855503,,,,6015,1.185,1.108,284.4334642,49.3051239,848.254,13.883,2024-12-05
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.60697,0.71,8.1,0.723,,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2014-05-14
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6031105,0.6856,6.86,0.61200926,,341,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-21
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6013843,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2018-09-25
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.59334066,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2019-04-18
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.6031105,0.7168522035,7.718,0.68855503,22.70577859,,,,,1.108,284.4334642,49.3051239,848.254,13.883,2024-02-21
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.5935133,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2016-07-28
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.603,,8.07048,0.72,254.264,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2016-04-28
KOI-351 g,KOI-351,1,8,Transit,2013,Kepler,210.59659,0.724,6.8,0.60665641,,340,,6330,1.07,1.14,284.4334642,49.3051239,848.254,13.883,2013-10-28
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.5972732,,,,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2018-09-25
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,0.9279,10.01,0.89303392,,293,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-18
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.5972732,0.9654,10.89,0.9715424,,294,,5970,1.2,1.089,284.4334642,49.3051239,848.254,13.883,2017-05-08
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,0.9279,10.01,0.89303392,,293,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2014-11-21
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,,,10.987,0.98019449,,,,6015,1.211,,284.4334642,49.3051239,848.254,13.883,2018-09-06
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,0.97062,11.252,1.00383793,,,,6015,1.185,1.108,284.4334642,49.3051239,848.254,13.883,2024-12-05
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.601,,11.32109,1.01,381.396,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2016-04-28
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,0.9279,10.01,0.89303392,,293,,6238,1.054,0.967,284.4334642,49.3051239,848.254,13.883,2015-08-25
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,,11.44,1.02060844,,,,6031.13,1.24773,1.12,284.4334642,49.3051239,848.254,13.883,2016-05-10
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.6011081,0.9702055452,11.252,1.00383793,235.7495194,,,,,1.108,284.4334642,49.3051239,848.254,13.883,2024-02-21
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.643,0.98,9.8,0.87429894,,292,,6330,1.07,1.14,284.4334642,49.3051239,848.254,13.883,2013-10-28
KOI-351 h,KOI-351,1,8,Transit,2013,Kepler,331.60059,1.01,11.3,1.008,,,,6080,1.2,1.2,284.4334642,49.3051239,848.254,13.883,2014-05-14
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.24174303,,,,,,,5708.11,1.10556,1.02,293.2815266,45.3096572,921.986,14.616,2016-07-28
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.24164672,0.5319,10.64,0.94923885,,342,,5926,0.913,1.004,293.2815266,45.3096572,921.986,14.616,2014-11-18
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.241671,0.534,11.09691,0.99,613.4119,347,,5830,0.96,1.01,293.2815266,45.3096572,921.986,14.616,2018-12-06
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.24164672,0.5319,10.64,0.94923885,,342,,5926,0.913,1.004,293.2815266,45.3096572,921.986,14.616,2014-11-21
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.2415405,0.5205,11.49,1.02507091,,352,,5705,1.017,0.941,293.2815266,45.3096572,921.986,14.616,2017-05-08
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.2415405,,,,,,,5708.11,1.10556,1.02,293.2815266,45.3096572,921.986,14.616,2018-09-25
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.24164672,0.5319,10.64,0.94923885,,342,,5926,0.913,1.004,293.2815266,45.3096572,921.986,14.616,2015-08-25
KOI-3680 b,KOI-3680,1,1,Transit,2018,Kepler,141.24164672,0.54558,11.559,1.03122668,,,,5793,0.992,1.084,293.2815266,45.3096572,921.986,14.616,2024-12-05
KOI-4777.01,KOI-4777,1,1,Transit,2022,Kepler,0.824000125,0.0113,0.42,0.03746995,,746,,3396,0.28,0.28,287.2621474,42.0322257,172.245,16.413,2015-08-25
KOI-4777.01,KOI-4777,1,1,Transit,2022,Kepler,0.824000125,0.0113,0.42,0.03746995,,746,,3396,0.28,0.28,287.2621474,42.0322257,172.245,16.413,2014-11-21
KOI-4777.01,KOI-4777,1,1,Transit,2022,Kepler,0.824000125,,,,,,,3527,0.405161,0.397295,287.2621474,42.0322257,172.245,16.413,2018-09-25
KOI-4777.01,KOI-4777,1,1,Transit,2022,Kepler,0.412,0.008,0.51,0.04549923,99.2,1180,,3515,0.4,0.41,287.2621474,42.0322257,172.245,16.413,2022-01-10
KOI-4777.01,KOI-4777,1,1,Transit,2022,Kepler,0.824000125,0.0113,0.42,0.03746995,,746,,3396,0.28,0.28,287.2621474,42.0322257,172.245,16.413,2014-11-18
KOI-4978 b,KOI-4978,1,1,Transit,2024,Kepler,0.941967,,0.7,0.06244992,,,G,5050.28,0.966,0.859,286.5907635,38.5582993,936.341,15.633,2024-10-14
KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,2011,Kepler,0.240104,0.006,0.759,0.0677,0.44,,B,27730,0.203,0.496,296.3561853,41.0927315,1231.02,15.154,2014-05-14
KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,2011,Kepler,0.342887,0.0076,0.867,0.0773,0.655,,B,27730,0.203,0.496,296.3561853,41.0927315,1231.02,15.154,2014-05-14
KOI-7368 b,KOI-7368,1,1,Transit,2022,Kepler,6.842939,,,,,,,4823.55,0.995767,0.782,293.9476365,48.0652589,264.995,12.969,2018-09-25
KOI-7368 b,KOI-7368,1,1,Transit,2022,Kepler,6.8430344,,2.22,0.198,,,,5241,0.874,0.879,293.9476365,48.0652589,264.995,12.969,2022-10-10
KOI-7368 b,KOI-7368,1,1,Transit,2022,Kepler,6.842939,,,,,,,4823.55,0.995767,0.782,293.9476365,48.0652589,264.995,12.969,2017-05-08
KOI-7368 b,KOI-7368,1,1,Transit,2022,Kepler,6.842939,0.0678,3.94,0.35150386,,805,,5225,0.827,0.883,293.9476365,48.0652589,264.995,12.969,2015-08-25
KOI-7913 b,KOI-7913 A,2,1,Transit,2022,Kepler,24.2783801,,,,,,,4225,0.770972,0.66,286.7485252,45.1587234,271.277,14.23,2018-09-25
KOI-7913 b,KOI-7913 A,2,1,Transit,2022,Kepler,24.2783801,0.1456,2.03,0.18110478,,432,,4450,0.707,0.698,286.7485252,45.1587234,271.277,14.23,2017-05-08
KOI-7913 b,KOI-7913 A,2,1,Transit,2022,Kepler,24.278553,,2.34,0.209,,,K6 V,4324,0.788,0.76,286.7485252,45.1587234,271.277,14.23,2022-10-10
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.7431667,,,,1648.85,,,,1.352,1.177,297.3330716,41.8911186,477.052,12.314,2025-04-16
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,0.04984,1.638,0.14613282,,,,6181,1.368,1.177,297.3330716,41.8911186,477.052,12.314,2024-12-05
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,0.0485,1.55,0.13828198,,1391,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2015-08-25
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,0.0498148471,1.638,0.14613282,5.75695361,,,,,1.177,297.3330716,41.8911186,477.052,12.314,2024-02-21
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743166733,0.0488,1.5,0.13382127,,1423,,6181,1.331,1.106,297.3330716,41.8911186,477.052,12.314,2017-05-08
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.7431260225,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2019-04-18
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743208,0.05119,1.71,0.153,10.5,1486,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2014-05-14
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,,1.58,0.14095816,,,,6210,1.32,1.18,297.3330716,41.8911186,477.052,12.314,2016-05-10
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,0.0485,1.55,0.13828198,,1391,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-21
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743245,0.051,1.73,0.15434053,,1488,,6184,1.52,1.278,297.3330716,41.8911186,477.052,12.314,2013-10-28
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743175556,0.0485,1.55,0.13828198,,1391,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-18
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,,,1.557,0.13890624,,,,6181,1.383,,297.3330716,41.8911186,477.052,12.314,2018-09-06
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.74316827,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2016-07-28
KOI-94 b,KOI-94,2,4,Transit,2013,Kepler,3.743166733,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2018-09-25
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.4236774,,,,11.6,,,,1.352,1.177,297.3330716,41.8911186,477.052,12.314,2025-04-16
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677439,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2018-09-25
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677765,0.09863,3.864,0.34472358,,,,6181,1.368,1.177,297.3330716,41.8911186,477.052,12.314,2024-12-05
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677765,,3.72,0.33187617,,,,6210,1.32,1.18,297.3330716,41.8911186,477.052,12.314,2016-05-10
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677439,0.0967,3.72,0.33187674,,1012,,6181,1.331,1.106,297.3330716,41.8911186,477.052,12.314,2017-05-08
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423707,0.101,4.22,0.37648383,,1058,,6184,1.52,1.278,297.3330716,41.8911186,477.052,12.314,2013-10-28
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.4236368844,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2019-04-18
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.4236892,,,,9.4,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2015-09-03
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423648,0.1013,4.32,0.385,15.6,1012,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2014-05-14
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677765,0.096,3.66,0.32652389,,989,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-21
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.424,,3.8,0.33901329,7.8,,,,,1.1,297.3330716,41.8911186,477.052,12.314,2018-06-21
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423671,,,,,,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2024-03-04
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677765,0.096,3.66,0.32652389,,989,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2015-08-25
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.423677765,0.096,3.66,0.32652389,,989,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-18
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.42367777,0.0986005466,3.864,0.34472358,6.20425926,,,,,1.177,297.3330716,41.8911186,477.052,12.314,2024-02-21
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,10.42368297,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2016-07-28
KOI-94 c,KOI-94,2,4,Transit,2013,Kepler,,,3.861,0.34445535,,,,6181,1.383,,297.3330716,41.8911186,477.052,12.314,2018-09-06
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.34296949,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2016-07-28
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,,,10.377,0.92577393,,,,6181,1.383,,297.3330716,41.8911186,477.052,12.314,2018-09-06
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342972,,,,,,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2024-03-04
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.3429648,,,,72.9,,,,1.352,1.177,297.3330716,41.8911186,477.052,12.314,2025-04-16
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342969585,0.1596,9.77,0.87162252,,767,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-21
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.343,,10.1,0.90106165,58.4,,,,,1.1,297.3330716,41.8911186,477.052,12.314,2018-06-21
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342989,0.1684,11.27,1.005,106,806,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2014-05-14
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.3429711728,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2019-04-18
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.34287730045,,11.33550324,1.0112876,,804.68,,6184,1.42864,,297.3330716,41.8911186,477.052,12.314,2023-03-28
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.34296959,0.1639177311,10.311,0.91988739,79.6018337,,,,,1.177,297.3330716,41.8911186,477.052,12.314,2024-02-21
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342964828,0.1607,9.99,0.89124964,,785,,6181,1.331,1.106,297.3330716,41.8911186,477.052,12.314,2017-05-08
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342969585,,9.95,0.88767954,,,,6210,1.32,1.18,297.3330716,41.8911186,477.052,12.314,2016-05-10
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342964828,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2018-09-25
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342969585,0.16397,10.311,0.91988739,,,,6181,1.368,1.177,297.3330716,41.8911186,477.052,12.314,2024-12-05
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342969585,0.1596,9.77,0.87162252,,767,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2015-08-25
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342969585,0.1596,9.77,0.87162252,,767,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-18
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.3429704,,,,52.1,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2015-09-03
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.342971,,,,,,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2019-12-05
KOI-94 d,KOI-94,2,4,Transit,2013,Kepler,22.343001,0.168,11.4,1.01704163,,820,,6184,1.52,1.278,297.3330716,41.8911186,477.052,12.314,2013-10-28
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,,,8.92050856,0.79583584,,875.07,,6184,1.42864,,297.3330716,41.8911186,477.052,12.314,2022-12-18
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,0.29646,6.116,0.54563391,,,,6181,1.368,1.177,297.3330716,41.8911186,477.052,12.314,2024-12-05
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31996151,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2018-09-25
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,0.2963728645,6.116,0.54563391,8.09386174,,,,,1.177,297.3330716,41.8911186,477.052,12.314,2024-02-21
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,,,6.31,0.56294049,,,,6181,1.383,,297.3330716,41.8911186,477.052,12.314,2018-09-06
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.3200916656,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2019-04-18
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.32031,0.3046,6.56,0.585,35,584,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2014-05-14
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31996151,0.2906,6.07,0.54153006,,584,,6181,1.331,1.106,297.3330716,41.8911186,477.052,12.314,2017-05-08
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,,5.89,0.5254706,,,,6210,1.32,1.18,297.3330716,41.8911186,477.052,12.314,2016-05-10
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.319962,,,,10.49,,,,1.352,1.177,297.3330716,41.8911186,477.052,12.314,2025-04-16
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,0.2885,5.79,0.51655009,,570,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-21
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,0.2885,5.79,0.51655009,,570,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2015-08-25
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31998605,0.2885,5.79,0.51655009,,570,,6098,1.297,1.081,297.3330716,41.8911186,477.052,12.314,2014-11-18
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.319832,,,,13,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2015-09-03
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.31993,0.305,6.73,0.60041142,,609,,6184,1.52,1.278,297.3330716,41.8911186,477.052,12.314,2013-10-28
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.32002,,,,,,,6182,1.52,1.277,297.3330716,41.8911186,477.052,12.314,2024-03-04
KOI-94 e,KOI-94,2,4,Transit,2013,Kepler,54.3199815,,,,,,,6184,1.42864,1.183,297.3330716,41.8911186,477.052,12.314,2016-07-28
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.28816271,,,,,,,5284.68,,,291.0489438,36.8400772,252.667,12.795,2016-07-28
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.287455473,0.0516,2.78,0.24801541,,998,,5505,0.871,0.992,291.0489438,36.8400772,252.667,12.795,2014-11-21
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.2881785,0.0504,4.3,0.38362097,,1022,,5295,0.818,0.928,291.0489438,36.8400772,252.667,12.795,2022-07-12
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.28746668,0.0501,2.29,0.20430047,,942,,5296,0.815,0.911,291.0489438,36.8400772,252.667,12.795,2017-05-08
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.2881785,0.0504,,,,1022,,5295,0.818,0.928,291.0489438,36.8400772,252.667,12.795,2022-07-12
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.287455473,0.0516,2.78,0.24801541,,998,,5505,0.871,0.992,291.0489438,36.8400772,252.667,12.795,2015-08-25
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.2873775,0.052,3.19,0.28459323,,1023,,5515,0.92,1.01,291.0489438,36.8400772,252.667,12.795,2013-10-28
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.287455473,0.0516,2.78,0.24801541,,998,,5505,0.871,0.992,291.0489438,36.8400772,252.667,12.795,2014-11-18
KOI-984 b,KOI-984,1,2,Transit,2022,Kepler,4.28746668,,,,,,,5284.68,,,291.0489438,36.8400772,252.667,12.795,2018-09-25
KOI-984 c,KOI-984,1,2,Transit Timing Variations,2022,Kepler,8.5999,0.0796,,,24,943,,5295,0.818,0.928,291.0489438,36.8400772,252.667,12.795,2022-07-12
KOI-984 c,KOI-984,1,2,Transit Timing Variations,2022,Kepler,21.512,0.1467,,,209.8,597,,5295,0.818,0.928,291.0489438,36.8400772,252.667,12.795,2022-07-12
KPS-1 b,KPS-1,1,1,Transit,2018,Acton Sky Portal Observatory,1.70632513,,,,,,K1 V,5165,0.907,0.892,165.167198,64.9638452,262.706,12.97,2024-03-04
KPS-1 b,KPS-1,1,1,Transit,2018,Acton Sky Portal Observatory,1.706291,0.0269,11.54527,1.03,346.4347,1459,K1 V,5165,0.907,0.892,165.167198,64.9638452,262.706,12.97,2018-04-26
KPS-1 b,KPS-1,1,1,Transit,2018,Acton Sky Portal Observatory,1.706304,,,,,,K1 V,5165,0.907,0.892,165.167198,64.9638452,262.706,12.97,2022-05-03
KPS-1 b,KPS-1,1,1,Transit,2018,Acton Sky Portal Observatory,1.7063264,,10.1999,0.90997569,,1091,,4974,0.9,,165.167198,64.9638452,262.706,12.97,2022-08-08
